Thoi_gian,Vi_do,Kinh_do,Dich_vu,Quan_Huyen,Quang_duong_km,Thoi_gian_phut
2024-01-28 00:14:07,10.807428,106.671853,GrabCar,Tân Bình,4.06,27.1
2024-01-28 00:14:39,10.808947,106.662778,GrabBike,Tân Bình,10.07,61.6
2024-01-28 01:06:38,10.801237,106.672177,BeBike,Tân Bình,2.87,22.6
2024-01-28 01:06:46,10.77961,106.689976,GrabCar,Quận 3,3.0,21.8
2024-01-28 01:11:39,10.81066,106.670406,GrabCar,Tân Bình,1.47,7.6
2024-01-28 01:13:00,10.789816,106.688483,GrabCar,Quận 3,9.93,51.3
2024-01-28 01:32:57,10.768579,106.693698,GrabBike,Quận 1,5.21,42.1
2024-01-28 01:56:07,10.768598,106.693418,BeCar,Quận 1,1.36,11.6
2024-01-28 02:18:22,10.773106,106.685023,GrabBike,Quận 3,1.79,8.4
2024-01-28 02:32:58,10.772508,106.684616,GrabCar,Quận 3,5.44,42.7
2024-01-28 02:33:55,10.746965,106.727457,BeCar,Quận 7,10.86,81.2
2024-01-28 02:34:54,10.784047,106.69408,GrabBike,Quận 1,2.67,18.7
2024-01-28 02:52:16,10.777028,106.695734,GrabCar,Quận 1,2.39,18.2
2024-01-28 02:52:25,10.776395,106.700027,Gojek,Quận 1,1.27,10.1
2024-01-28 03:11:37,10.768615,106.694199,BeCar,Quận 1,2.27,11.2
2024-01-28 03:16:31,10.797619,106.753188,BeBike,Quận 2,6.1,46.5
2024-01-28 03:35:04,10.777681,106.694875,GrabBike,Quận 1,3.57,28.9
2024-01-28 03:41:58,10.803102,106.652401,GrabCar,Tân Bình,7.51,54.2
2024-01-28 03:44:03,10.814064,106.671717,GrabCar,Tân Bình,2.27,11.8
2024-01-28 04:26:58,10.773181,106.680331,GrabCar,Quận 3,8.4,64.8
2024-01-28 04:58:36,10.794527,106.736973,GrabBike,Quận 2,2.03,10.7
2024-01-28 05:01:16,10.788819,106.688578,BeCar,Quận 3,7.58,61.5
2024-01-28 05:02:39,10.772646,106.69011,GrabBike,Quận 1,3.43,23.9
2024-01-28 05:50:47,10.799986,106.742723,GrabBike,Quận 2,5.3,36.0
2024-01-28 06:57:01,10.796059,106.738609,GrabCar,Quận 2,6.53,38.2
2024-01-28 07:12:10,10.770429,106.702156,GrabBike,Quận 1,1.53,11.5
2024-01-28 07:48:21,10.775656,106.694233,GrabBike,Quận 1,2.52,16.7
2024-01-28 07:53:36,10.77034,106.700449,GrabBike,Quận 1,5.54,30.8
2024-01-28 07:55:31,10.780334,106.69511,GrabBike,Quận 1,3.0,26.0
2024-01-28 08:20:54,10.742054,106.710494,GrabBike,Quận 7,3.74,28.5
2024-01-28 08:26:02,10.778091,106.688428,GrabCar,Quận 3,4.11,28.2
2024-01-28 08:28:39,10.779222,106.694869,GrabCar,Quận 1,1.5,15.3
2024-01-28 08:39:59,10.783053,106.731274,BeBike,Quận 2,2.1,19.7
2024-01-28 08:53:45,10.787082,106.679052,GrabBike,Quận 3,4.55,28.3
2024-01-28 08:54:00,10.769952,106.694279,GrabBike,Quận 1,5.08,43.0
2024-01-28 09:11:25,10.73337,106.728694,GrabCar,Quận 7,15.57,88.5
2024-01-28 09:23:30,10.786187,106.746305,GrabBike,Quận 2,2.94,20.0
2024-01-28 09:35:22,10.782259,106.743935,GrabBike,Quận 2,4.54,32.5
2024-01-28 09:39:15,10.775198,106.680957,BeBike,Quận 3,2.89,12.3
2024-01-28 09:41:53,10.789171,106.75284,GrabCar,Quận 2,4.67,35.4
2024-01-28 09:44:53,10.780648,106.69747,GrabBike,Quận 1,16.29,100.3
2024-01-28 09:53:23,10.774136,106.68193,GrabBike,Quận 3,7.64,39.9
2024-01-28 09:53:30,10.735161,106.731082,GrabBike,Quận 7,5.04,27.7
2024-01-28 09:55:24,10.78446,106.701474,GrabBike,Quận 1,2.7,14.8
2024-01-28 11:12:19,10.788767,106.750804,GrabBike,Quận 2,2.27,16.3
2024-01-28 11:29:11,10.778052,106.686757,GrabBike,Quận 3,7.76,45.0
2024-01-28 11:34:54,10.772144,106.694806,GrabBike,Quận 1,5.48,29.9
2024-01-28 11:44:53,10.781881,106.742604,GrabBike,Quận 2,1.59,15.4
2024-01-28 11:45:00,10.778509,106.704198,GrabCar,Quận 1,7.3,54.5
2024-01-28 11:54:06,10.811207,106.674811,BeCar,Tân Bình,2.04,18.2
2024-01-28 11:56:44,10.769492,106.698876,GrabBike,Quận 1,8.78,49.3
2024-01-28 12:10:29,10.735641,106.729136,GrabBike,Quận 7,1.75,13.3
2024-01-28 12:32:15,10.772528,106.691249,GrabCar,Quận 1,3.43,15.9
2024-01-28 12:46:12,10.773334,106.707711,GrabCar,Quận 1,6.9,36.5
2024-01-28 12:47:17,10.783291,106.697114,GrabCar,Quận 1,2.99,31.2
2024-01-28 12:48:27,10.746288,106.705983,GrabBike,Quận 7,4.18,26.3
2024-01-28 12:51:33,10.801284,106.66817,GrabCar,Tân Bình,4.2,26.2
2024-01-28 12:53:40,10.799429,106.65496,GrabBike,Tân Bình,3.32,22.3
2024-01-28 13:04:57,10.787513,106.686623,GrabBike,Quận 3,9.98,53.5
2024-01-28 13:16:52,10.789802,106.679885,BeBike,Quận 3,7.86,60.0
2024-01-28 13:22:12,10.774054,106.695602,GrabCar,Quận 1,1.01,5.8
2024-01-28 13:31:26,10.787842,106.681574,GrabBike,Quận 3,9.59,61.1
2024-01-28 13:45:57,10.774009,106.692571,BeCar,Quận 1,3.16,17.1
2024-01-28 13:54:25,10.743262,106.712131,BeBike,Quận 7,14.46,109.8
2024-01-28 13:56:02,10.781708,106.743053,GrabCar,Quận 2,2.66,19.0
2024-01-28 14:02:46,10.779046,106.680487,GrabBike,Quận 3,2.85,20.7
2024-01-28 14:17:52,10.770271,106.706138,GrabBike,Quận 1,3.71,24.2
2024-01-28 14:49:09,10.781696,106.732979,GrabCar,Quận 2,7.62,61.1
2024-01-28 14:54:48,10.772166,106.707151,GrabCar,Quận 1,3.58,20.5
2024-01-28 14:55:37,10.769452,106.704688,GrabBike,Quận 1,4.97,34.2
2024-01-28 14:56:08,10.783165,106.696802,GrabBike,Quận 1,5.83,50.3
2024-01-28 15:08:32,10.77729,106.687483,GrabCar,Quận 3,3.25,22.9
2024-01-28 15:43:03,10.797566,106.753399,BeBike,Quận 2,14.73,104.4
2024-01-28 15:51:51,10.78212,106.694831,BeCar,Quận 1,3.76,35.3
2024-01-28 16:01:54,10.779678,106.692428,GrabBike,Quận 1,2.74,17.9
2024-01-28 16:26:41,10.781193,106.68658,GrabBike,Quận 3,4.35,35.6
2024-01-28 16:38:55,10.798235,106.651913,BeCar,Tân Bình,9.56,70.6
2024-01-28 16:41:59,10.771311,106.697571,BeBike,Quận 1,3.77,38.7
2024-01-28 16:50:32,10.783093,106.699574,GrabBike,Quận 1,5.58,27.9
2024-01-28 17:13:40,10.742455,106.710224,GrabCar,Quận 7,3.6,31.1
2024-01-28 17:27:41,10.723179,106.712189,GrabBike,Quận 7,7.19,40.7
2024-01-28 17:44:00,10.729416,106.721443,GrabBike,Quận 7,0.71,10.8
2024-01-28 17:45:16,10.802031,106.742783,GrabBike,Quận 2,5.81,29.1
2024-01-28 18:08:03,10.77682,106.690083,GrabBike,Quận 1,4.1,18.7
2024-01-28 18:23:29,10.768566,106.691508,GrabCar,Quận 1,11.36,58.2
2024-01-28 19:09:16,10.779883,106.698751,GrabBike,Quận 1,5.02,27.8
2024-01-28 19:15:10,10.77128,106.700667,GrabBike,Quận 1,3.29,16.2
2024-01-28 19:15:12,10.736338,106.707664,GrabCar,Quận 7,6.79,50.1
2024-01-28 19:15:14,10.79601,106.753015,BeBike,Quận 2,4.71,29.1
2024-01-28 20:49:37,10.800731,106.667187,GrabBike,Tân Bình,4.2,24.5
2024-01-28 20:59:19,10.771395,106.703621,BeCar,Quận 1,8.46,43.8
2024-01-28 21:03:50,10.747353,106.718256,GrabCar,Quận 7,6.2,48.8
2024-01-28 21:16:21,10.786116,106.741975,GrabCar,Quận 2,4.6,41.0
2024-01-28 21:16:49,10.772251,106.690022,GrabBike,Quận 1,13.35,103.3
2024-01-28 22:02:29,10.796261,106.731276,GrabBike,Quận 2,2.29,11.9
2024-01-28 22:36:05,10.771577,106.703004,GrabBike,Quận 1,4.86,40.2
2024-01-28 22:42:31,10.779317,106.69132,GrabBike,Quận 1,8.08,52.4
2024-01-28 22:46:42,10.808201,106.673264,GrabBike,Tân Bình,0.92,9.1
2024-01-28 23:18:58,10.79649,106.660392,GrabBike,Tân Bình,1.0,9.6
2024-01-28 23:20:26,10.7804,106.702019,GrabCar,Quận 1,2.18,15.2
2024-01-28 23:26:49,10.771851,106.692935,GrabBike,Quận 1,10.71,84.1
2024-01-28 23:54:13,10.743527,106.733687,BeBike,Quận 7,9.21,54.2
2024-01-29 00:22:44,10.810352,106.67408,GrabBike,Tân Bình,8.35,70.1
2024-01-29 00:46:01,10.8071,106.673227,GrabCar,Tân Bình,7.17,39.3
2024-01-29 01:02:32,10.779737,106.70636,GrabBike,Quận 1,5.27,28.7
2024-01-29 01:42:38,10.770747,106.70468,GrabCar,Quận 1,9.24,43.6
2024-01-29 01:46:35,10.771345,106.690494,GrabBike,Quận 1,3.97,28.1
2024-01-29 01:54:22,10.776799,106.695729,GrabCar,Quận 1,3.07,21.0
2024-01-29 01:55:05,10.76874,106.707645,GrabBike,Quận 1,13.73,96.4
2024-01-29 01:57:57,10.77933,106.706233,GrabBike,Quận 1,4.16,31.4
2024-01-29 02:19:00,10.789983,106.683488,GrabBike,Quận 3,6.39,37.9
2024-01-29 02:21:07,10.772331,106.69331,BeBike,Quận 1,11.07,92.5
2024-01-29 02:28:01,10.79288,106.748182,GrabBike,Quận 2,3.66,25.3
2024-01-29 02:33:08,10.776031,106.696971,GrabCar,Quận 1,6.96,45.1
2024-01-29 02:45:51,10.775029,106.684186,GrabBike,Quận 3,3.37,23.4
2024-01-29 02:51:28,10.769449,106.705571,GrabBike,Quận 1,5.02,46.4
2024-01-29 02:55:00,10.772844,106.683329,GrabCar,Quận 3,11.73,80.6
2024-01-29 03:08:45,10.769702,106.70395,GrabCar,Quận 1,5.27,31.4
2024-01-29 03:10:30,10.729382,106.708393,GrabCar,Quận 7,5.25,35.9
2024-01-29 03:16:32,10.793287,106.757488,GrabBike,Quận 2,3.25,21.8
2024-01-29 03:18:49,10.788356,106.681495,GrabBike,Quận 3,9.72,72.4
2024-01-29 03:43:13,10.780234,106.690545,BeBike,Quận 1,12.22,52.6
2024-01-29 03:55:51,10.774373,106.684993,BeCar,Quận 3,5.72,27.6
2024-01-29 04:08:58,10.785719,106.753948,GrabBike,Quận 2,3.27,19.7
2024-01-29 04:23:36,10.783828,106.690078,GrabCar,Quận 1,2.37,21.7
2024-01-29 04:46:25,10.776192,106.684154,GrabCar,Quận 3,2.94,19.4
2024-01-29 04:53:51,10.794077,106.757477,GrabCar,Quận 2,2.52,18.2
2024-01-29 04:55:01,10.802297,106.749115,BeCar,Quận 2,6.81,39.4
2024-01-29 05:06:27,10.786435,106.753499,BeBike,Quận 2,1.34,14.5
2024-01-29 05:14:24,10.785066,106.758955,BeBike,Quận 2,4.44,25.1
2024-01-29 05:25:10,10.720175,106.722093,GrabBike,Quận 7,3.58,24.6
2024-01-29 06:24:26,10.773591,106.683706,GrabBike,Quận 3,9.1,49.0
2024-01-29 06:26:07,10.783429,106.687654,GrabCar,Quận 3,6.06,42.5
2024-01-29 06:29:07,10.799639,106.7478,GrabCar,Quận 2,2.69,18.8
2024-01-29 06:35:05,10.800026,106.672231,BeBike,Tân Bình,3.97,17.1
2024-01-29 06:53:46,10.744333,106.709802,GrabBike,Quận 7,7.4,44.5
2024-01-29 06:55:49,10.782051,106.707508,GrabCar,Quận 1,4.44,27.7
2024-01-29 06:58:11,10.778833,106.695072,GrabCar,Quận 1,1.06,8.0
2024-01-29 07:08:33,10.778312,106.696166,BeCar,Quận 1,4.19,38.2
2024-01-29 07:24:00,10.779491,106.699806,GrabBike,Quận 1,1.47,6.8
2024-01-29 08:30:51,10.783801,106.701122,GrabBike,Quận 1,3.97,26.5
2024-01-29 08:59:10,10.79928,106.668128,GrabBike,Tân Bình,10.28,71.4
2024-01-29 09:00:03,10.773115,106.694903,GrabCar,Quận 1,5.09,41.6
2024-01-29 09:06:16,10.802836,106.6503,BeCar,Tân Bình,4.67,39.1
2024-01-29 09:23:59,10.814383,106.663308,GrabCar,Tân Bình,2.6,23.2
2024-01-29 09:35:52,10.781149,106.694641,BeBike,Quận 1,4.24,27.6
2024-01-29 09:41:22,10.780693,106.700209,GrabBike,Quận 1,3.24,24.4
2024-01-29 10:11:58,10.803483,106.674267,GrabCar,Tân Bình,7.04,35.1
2024-01-29 10:14:30,10.792346,106.749724,BeBike,Quận 2,3.79,22.5
2024-01-29 10:33:04,10.780384,106.739044,BeBike,Quận 2,5.63,36.9
2024-01-29 10:44:16,10.802217,106.752769,Gojek,Quận 2,4.18,24.8
2024-01-29 11:11:47,10.736103,106.732005,GrabCar,Quận 7,4.69,31.8
2024-01-29 11:13:42,10.780752,106.685931,GrabBike,Quận 3,3.62,29.5
2024-01-29 11:51:37,10.731465,106.723601,BeCar,Quận 7,3.56,16.0
2024-01-29 11:58:02,10.787975,106.741565,Gojek,Quận 2,4.43,21.8
2024-01-29 12:13:28,10.804158,106.733339,BeCar,Quận 2,3.13,14.9
2024-01-29 12:18:21,10.769789,106.69078,BeBike,Quận 1,10.54,82.1
2024-01-29 12:38:42,10.729601,106.716947,GrabBike,Quận 7,1.58,13.7
2024-01-29 12:53:16,10.773701,106.685688,GrabBike,Quận 3,7.4,59.6
2024-01-29 12:57:29,10.794583,106.752531,BeBike,Quận 2,12.11,100.6
2024-01-29 13:08:27,10.784591,106.701148,GrabBike,Quận 1,3.48,20.7
2024-01-29 13:08:31,10.769898,106.691593,Gojek,Quận 1,3.92,25.3
2024-01-29 13:11:44,10.781218,106.701706,GrabBike,Quận 1,2.6,22.5
2024-01-29 13:16:33,10.770753,106.69456,GrabBike,Quận 1,8.68,37.2
2024-01-29 13:44:25,10.780754,106.700191,GrabBike,Quận 1,7.3,46.0
2024-01-29 13:58:04,10.794625,106.7363,GrabBike,Quận 2,2.34,18.3
2024-01-29 14:00:06,10.778694,106.703871,BeBike,Quận 1,1.94,13.0
2024-01-29 14:05:30,10.783049,106.703261,BeBike,Quận 1,3.8,32.2
2024-01-29 14:06:10,10.777798,106.702119,GrabBike,Quận 1,6.77,55.3
2024-01-29 14:16:02,10.780732,106.681177,GrabCar,Quận 3,6.42,36.5
2024-01-29 14:20:56,10.782998,106.699587,GrabBike,Quận 1,4.42,39.5
2024-01-29 14:22:30,10.778103,106.707822,GrabBike,Quận 1,5.47,29.9
2024-01-29 14:25:46,10.78973,106.686208,GrabCar,Quận 3,4.54,39.0
2024-01-29 14:28:41,10.795679,106.659904,BeBike,Tân Bình,3.22,25.8
2024-01-29 14:29:38,10.783934,106.69519,BeCar,Quận 1,4.81,36.5
2024-01-29 14:43:09,10.784988,106.691518,GrabBike,Quận 1,2.7,21.9
2024-01-29 14:57:35,10.777658,106.699278,GrabBike,Quận 1,8.56,73.5
2024-01-29 14:58:59,10.727661,106.733458,BeCar,Quận 7,3.34,18.4
2024-01-29 14:59:59,10.778526,106.694144,GrabBike,Quận 1,3.41,21.9
2024-01-29 15:19:30,10.778913,106.688097,GrabCar,Quận 3,1.49,11.9
2024-01-29 15:29:28,10.773061,106.705833,BeCar,Quận 1,3.35,19.2
2024-01-29 16:38:49,10.774982,106.681703,GrabCar,Quận 3,4.69,21.8
2024-01-29 16:53:37,10.770463,106.691875,GrabBike,Quận 1,1.7,13.0
2024-01-29 17:18:18,10.773105,106.707985,GrabCar,Quận 1,8.81,44.1
2024-01-29 17:31:06,10.773698,106.680982,GrabCar,Quận 3,2.37,18.2
2024-01-29 18:06:53,10.772617,106.701144,BeCar,Quận 1,4.71,20.0
2024-01-29 18:19:38,10.780671,106.703535,GrabBike,Quận 1,7.66,42.6
2024-01-29 18:27:50,10.795173,106.666296,GrabCar,Tân Bình,1.53,15.2
2024-01-29 18:36:19,10.738922,106.72053,BeCar,Quận 7,2.22,18.0
2024-01-29 18:51:51,10.774447,106.704354,GrabBike,Quận 1,5.19,23.3
2024-01-29 19:09:04,10.801878,106.65575,GrabBike,Tân Bình,6.38,45.9
2024-01-29 19:44:32,10.729303,106.718189,GrabBike,Quận 7,0.96,14.3
2024-01-29 19:51:46,10.785351,106.748227,GrabCar,Quận 2,4.99,34.6
2024-01-29 20:08:41,10.787916,106.686336,BeBike,Quận 3,2.85,20.0
2024-01-29 20:10:07,10.803933,106.669922,GrabBike,Tân Bình,4.73,20.2
2024-01-29 20:35:30,10.780717,106.696607,GrabBike,Quận 1,4.33,33.9
2024-01-29 21:01:43,10.782875,106.688218,BeBike,Quận 3,7.5,40.8
2024-01-29 21:21:21,10.772173,106.696593,GrabBike,Quận 1,2.96,21.1
2024-01-29 21:29:49,10.769798,106.707778,GrabBike,Quận 1,12.71,89.3
2024-01-29 21:50:38,10.773546,106.68036,BeBike,Quận 3,7.11,29.8
2024-01-29 21:52:14,10.776157,106.705575,GrabBike,Quận 1,3.49,25.9
2024-01-29 21:53:22,10.802118,106.669215,BeBike,Tân Bình,2.75,13.6
2024-01-29 22:02:24,10.784169,106.686941,GrabCar,Quận 3,7.04,51.8
2024-01-29 22:28:40,10.78721,106.678198,GrabBike,Quận 3,4.59,40.4
2024-01-29 22:46:52,10.783796,106.704926,GrabBike,Quận 1,7.76,42.4
2024-01-29 23:29:31,10.783944,106.704285,GrabCar,Quận 1,5.4,35.9
2024-01-29 23:30:21,10.787815,106.680843,BeCar,Quận 3,1.06,8.1
2024-01-29 23:43:14,10.729577,106.714457,GrabCar,Quận 7,3.55,22.8
2024-01-29 23:56:05,10.769856,106.703132,GrabBike,Quận 1,4.62,26.0
2024-01-30 00:01:40,10.770315,106.690945,GrabCar,Quận 1,1.53,14.4
2024-01-30 00:07:48,10.799386,106.75714,GrabCar,Quận 2,8.02,65.8
2024-01-30 00:35:20,10.78099,106.704856,BeCar,Quận 1,3.55,22.9
2024-01-30 00:35:43,10.794891,106.756632,GrabCar,Quận 2,2.01,11.1
2024-01-30 00:42:44,10.780941,106.691837,GrabBike,Quận 3,3.06,22.5
2024-01-30 00:52:29,10.773861,106.689329,GrabBike,Quận 3,3.44,25.4
2024-01-30 00:56:03,10.778904,106.700452,GrabBike,Quận 1,5.44,20.4
2024-01-30 01:29:23,10.780339,106.705125,GrabCar,Quận 1,7.85,47.1
2024-01-30 01:30:19,10.782669,106.693157,GrabBike,Quận 1,1.69,12.4
2024-01-30 01:45:02,10.784926,106.730485,GrabBike,Quận 2,6.13,41.5
2024-01-30 02:03:44,10.797637,106.656597,GrabBike,Tân Bình,2.23,20.8
2024-01-30 02:09:44,10.809421,106.661894,GrabBike,Tân Bình,5.22,27.4
2024-01-30 02:13:15,10.798948,106.744596,GrabBike,Quận 2,1.76,14.5
2024-01-30 02:13:34,10.777445,106.691999,GrabCar,Quận 1,7.95,44.0
2024-01-30 02:26:08,10.810531,106.668953,BeBike,Tân Bình,6.77,50.0
2024-01-30 02:26:39,10.777536,106.6826,Gojek,Quận 3,6.47,34.8
2024-01-30 02:31:59,10.785492,106.754415,GrabBike,Quận 2,6.69,33.8
2024-01-30 02:43:39,10.780699,106.700965,BeCar,Quận 1,3.68,24.3
2024-01-30 02:45:53,10.799776,106.654296,GrabBike,Tân Bình,5.13,28.7
2024-01-30 03:20:26,10.781257,106.731368,BeBike,Quận 2,3.77,33.5
2024-01-30 03:37:18,10.775368,106.679407,GrabCar,Quận 3,13.96,68.4
2024-01-30 03:42:09,10.777454,106.696446,GrabBike,Quận 1,13.34,87.3
2024-01-30 03:42:50,10.780009,106.686317,BeBike,Quận 3,2.87,22.2
2024-01-30 03:51:47,10.779205,106.701668,BeCar,Quận 1,17.44,85.2
2024-01-30 04:21:19,10.800217,106.670241,BeCar,Tân Bình,8.49,55.7
2024-01-30 04:36:29,10.747531,106.714478,GrabCar,Quận 7,14.0,70.9
2024-01-30 04:43:40,10.772307,106.690588,BeBike,Quận 3,2.01,17.7
2024-01-30 05:44:57,10.788624,106.678713,GrabBike,Quận 3,2.15,15.9
2024-01-30 05:55:54,10.795099,106.67041,GrabBike,Tân Bình,9.77,64.3
2024-01-30 07:06:36,10.773125,106.706462,GrabBike,Quận 1,1.66,20.8
2024-01-30 07:12:08,10.771685,106.705501,GrabCar,Quận 1,3.84,30.1
2024-01-30 07:20:00,10.722059,106.712819,GrabBike,Quận 7,7.03,36.7
2024-01-30 08:08:57,10.814463,106.65578,GrabCar,Tân Bình,7.51,50.4
2024-01-30 08:13:52,10.770261,106.705427,GrabBike,Quận 1,6.41,32.3
2024-01-30 08:14:04,10.770003,106.691754,BeBike,Quận 1,7.76,40.3
2024-01-30 08:16:34,10.801469,106.665883,BeBike,Tân Bình,1.97,9.8
2024-01-30 08:27:27,10.797769,106.756437,BeBike,Quận 2,3.18,13.8
2024-01-30 09:02:23,10.793523,106.741803,BeBike,Quận 2,7.9,41.0
2024-01-30 09:09:28,10.7741,106.705244,BeBike,Quận 1,4.69,37.9
2024-01-30 09:17:45,10.741714,106.732163,BeBike,Quận 7,2.63,20.2
2024-01-30 09:24:08,10.789353,106.682201,GrabBike,Quận 3,7.73,60.5
2024-01-30 10:17:17,10.805593,106.665796,GrabCar,Tân Bình,3.19,21.2
2024-01-30 10:26:13,10.774949,106.678747,GrabBike,Quận 3,4.15,33.0
2024-01-30 10:27:30,10.782752,106.699639,BeBike,Quận 1,4.45,39.0
2024-01-30 10:45:06,10.737123,106.721647,GrabBike,Quận 7,4.3,34.2
2024-01-30 10:49:04,10.780834,106.692619,Gojek,Quận 1,6.71,50.3
2024-01-30 11:16:50,10.778439,106.698451,GrabCar,Quận 1,5.78,30.0
2024-01-30 11:38:20,10.802424,106.745589,GrabBike,Quận 2,2.09,16.0
2024-01-30 11:53:41,10.813859,106.658831,GrabCar,Tân Bình,3.8,28.8
2024-01-30 11:56:40,10.804172,106.756255,BeBike,Quận 2,3.58,24.4
2024-01-30 12:02:45,10.782517,106.682952,GrabBike,Quận 3,1.67,16.9
2024-01-30 12:29:12,10.774391,106.70391,GrabCar,Quận 1,6.4,29.3
2024-01-30 12:42:11,10.737419,106.717048,GrabBike,Quận 7,15.59,103.4
2024-01-30 12:56:32,10.778813,106.703198,BeBike,Quận 1,10.81,84.7
2024-01-30 12:59:47,10.780573,106.732696,GrabBike,Quận 2,7.16,38.0
2024-01-30 13:13:08,10.769606,106.694175,GrabBike,Quận 1,1.54,17.0
2024-01-30 13:19:00,10.790675,106.754109,GrabCar,Quận 2,3.98,18.8
2024-01-30 13:19:49,10.773969,106.690315,GrabBike,Quận 1,10.12,63.8
2024-01-30 13:28:51,10.780701,106.691953,BeCar,Quận 3,10.32,64.0
2024-01-30 13:28:57,10.788726,106.758838,GrabCar,Quận 2,5.58,41.6
2024-01-30 13:31:33,10.773824,106.680423,GrabBike,Quận 3,3.47,21.8
2024-01-30 14:37:11,10.809482,106.66253,BeBike,Tân Bình,3.73,22.2
2024-01-30 14:54:32,10.799128,106.755907,BeCar,Quận 2,5.0,40.1
2024-01-30 15:13:10,10.800022,106.667071,BeCar,Tân Bình,1.13,8.3
2024-01-30 15:37:34,10.738228,106.730846,GrabBike,Quận 7,2.76,10.9
2024-01-30 15:38:33,10.779742,106.678726,GrabBike,Quận 3,1.24,12.4
2024-01-30 15:47:49,10.777761,106.70726,BeCar,Quận 1,1.29,10.8
2024-01-30 15:50:05,10.768249,106.694325,GrabBike,Quận 1,1.54,12.7
2024-01-30 15:51:28,10.773373,106.703785,BeBike,Quận 1,5.03,36.0
2024-01-30 16:24:20,10.773496,106.694304,GrabBike,Quận 1,2.56,24.0
2024-01-30 16:38:33,10.783674,106.67865,GrabCar,Quận 3,4.3,24.9
2024-01-30 16:43:40,10.7709,106.697345,Gojek,Quận 1,4.74,25.4
2024-01-30 16:53:56,10.774045,106.696249,GrabCar,Quận 1,1.91,13.0
2024-01-30 17:13:07,10.769845,106.696495,GrabCar,Quận 1,1.86,21.3
2024-01-30 17:21:41,10.79995,106.742415,GrabBike,Quận 2,2.3,15.0
2024-01-30 17:21:43,10.782551,106.68029,GrabBike,Quận 3,4.36,43.4
2024-01-30 17:43:15,10.769185,106.705839,GrabBike,Quận 1,8.98,69.6
2024-01-30 17:55:15,10.788284,106.74051,BeCar,Quận 2,0.8,8.5
2024-01-30 17:59:08,10.782921,106.70274,GrabCar,Quận 1,9.12,62.9
2024-01-30 18:00:19,10.742688,106.72546,GrabBike,Quận 7,7.7,60.1
2024-01-30 18:01:06,10.797116,106.67395,GrabBike,Tân Bình,2.26,22.4
2024-01-30 18:05:25,10.783455,106.694252,BeBike,Quận 1,3.95,27.1
2024-01-30 18:05:46,10.81108,106.660235,GrabBike,Tân Bình,4.68,25.9
2024-01-30 18:38:23,10.797094,106.734968,GrabBike,Quận 2,4.3,29.1
2024-01-30 18:48:58,10.781694,106.679773,GrabCar,Quận 3,3.84,28.8
2024-01-30 18:53:39,10.793404,106.737308,GrabBike,Quận 2,7.42,41.0
2024-01-30 18:54:57,10.775692,106.702023,GrabBike,Quận 1,2.4,14.2
2024-01-30 18:58:57,10.78291,106.692975,Gojek,Quận 1,6.65,34.2
2024-01-30 19:09:44,10.783186,106.697021,GrabCar,Quận 1,4.23,20.6
2024-01-30 19:20:28,10.782345,106.699226,BeBike,Quận 1,2.47,18.1
2024-01-30 19:25:08,10.782658,106.701931,GrabCar,Quận 1,3.1,21.6
2024-01-30 19:52:33,10.735261,106.714376,GrabBike,Quận 7,0.86,11.4
2024-01-30 20:01:37,10.784471,106.704416,BeBike,Quận 1,9.15,69.8
2024-01-30 20:11:45,10.778861,106.680334,GrabBike,Quận 3,2.96,17.1
2024-01-30 20:18:02,10.786032,106.691859,BeCar,Quận 3,2.93,22.0
2024-01-30 20:34:29,10.786974,106.757476,GrabBike,Quận 2,2.29,19.0
2024-01-30 20:45:09,10.723761,106.733566,Gojek,Quận 7,9.11,67.1
2024-01-30 21:05:05,10.798633,106.740398,BeBike,Quận 2,2.82,22.3
2024-01-30 21:26:54,10.729139,106.724303,GrabBike,Quận 7,4.72,31.2
2024-01-30 21:41:17,10.794838,106.757568,GrabBike,Quận 2,1.26,6.3
2024-01-30 21:49:42,10.742987,106.721211,GrabBike,Quận 7,15.64,87.4
2024-01-30 22:06:21,10.813551,106.664818,GrabBike,Tân Bình,2.63,20.9
2024-01-30 22:18:37,10.782445,106.705137,GrabCar,Quận 1,1.43,5.6
2024-01-30 22:45:51,10.788546,106.678946,GrabCar,Quận 3,5.83,48.0
2024-01-30 23:20:44,10.806676,106.66171,GrabCar,Tân Bình,3.44,24.8
2024-01-30 23:31:50,10.776339,106.698278,GrabBike,Quận 1,5.11,39.8
2024-01-30 23:57:02,10.782237,106.695732,GrabBike,Quận 1,10.21,58.9
2024-01-31 00:05:16,10.78033,106.68081,GrabCar,Quận 3,2.48,12.4
2024-01-31 00:07:20,10.727551,106.724813,BeBike,Quận 7,3.32,21.5
2024-01-31 00:08:56,10.769988,106.693381,GrabBike,Quận 1,3.58,17.2
2024-01-31 00:11:10,10.793201,106.731313,GrabBike,Quận 2,2.16,10.8
2024-01-31 00:14:19,10.797539,106.671584,GrabBike,Tân Bình,5.54,38.4
2024-01-31 00:17:30,10.745384,106.715433,GrabBike,Quận 7,2.05,16.4
2024-01-31 00:18:23,10.73044,106.733095,GrabCar,Quận 7,5.91,29.4
2024-01-31 00:19:17,10.780646,106.747409,GrabBike,Quận 2,5.22,33.3
2024-01-31 00:24:09,10.782753,106.68903,BeCar,Quận 3,2.98,23.5
